"","Control 1 (SRR5074528)","Control 2 (SRR5074529)"," Organophosphate 1 (SRR5074530)","Organophosphate 2 (SRR5074531)","Taxonomy"
"1634516",0,1,0,0,"Citromicrobium sp. JL477"
"1636603",1,0,1,0,"Acinetobacter sp. ACNIH1"
"1639133",0,0,0,1,"Citrobacter portucalensis"
"1641165",0,0,1,1,"Halomicronema hongdechloris C2206"
"1641402",0,0,1,0,"Pseudonocardia sp. HH130629-09"
"1642646",1,0,1,0,"Petrimonas mucosa"
"1648404",1,0,1,0,"Erythrobacter atlanticus"
"1648923",1,0,0,0,"Bacillus paralicheniformis"
"1649877",0,0,1,0,"Pseudomonas sp. CCOS 191"
"1652545",0,1,0,0,"Arthrobacter sp. YC-RL1"
"1653476",0,1,0,0,"Caldimicrobium thiodismutans"
"1654388",1,0,1,0,"Staphylococcus schweitzeri"
"1658665",0,0,1,0,"Mitsuaria sp. 7"
"1658671",0,1,1,0,"Arsenicicoccus sp. oral taxon 190"
"1660067",1,0,0,0,"Campylobacter pinnipediorum subsp. pinnipediorum"
"1660073",0,0,1,0,"Campylobacter sp. RM6137"
"1660074",0,0,1,0,"Campylobacter sp. RM8964"
"1664069",1,0,0,0,"Bacillus glycinifermentans"
"1667327",0,0,1,0,"Klebsiella quasipneumoniae subsp. quasipneumoniae"
"1670641",1,0,1,1,"Bacillus ciccensis"
"1670800",0,0,1,0,"Mesorhizobium oceanicum"
"1670830",0,0,0,1,"Egicoccus halophilus"
"1671868",0,0,1,0,"Vibrio tapetis subsp. tapetis"
"1673076",0,0,1,0,"Sphingobium hydrophobicum"
"1675036",1,0,1,1,"Megasphaera hexanoica"
"1678128",0,0,1,0,"Limnohabitans sp. 63ED37-2"
"1678728",0,1,1,0,"Flavobacterium kingsejongi"
"1679444",0,0,1,0,"Akkermansia glycaniphila"
"1679497",0,0,1,0,"Caulobacter flavus"
"1682113",0,0,1,0,"Mycobacterium sp. YC-RL4"
"1685010",0,1,1,0,"Chryseobacterium glaciei"
"1690221",1,0,1,0,"Streptomyces spongiicola"
"1695218",0,1,1,0,"Paenibacillus sp. 32O-W"
"1697053",0,0,1,0,"Oblitimonas alkaliphila"
"1699621",0,0,1,0,"Psychrobacter sp. P11F6"
"1702250",0,0,1,1,"Pseudomonas sp. IB20"
"1704044",0,0,1,0,"Arthrobacter sp. ERGS1:01"
"1705566",0,0,1,0,"Bacillus sp. FJAT-18017"
"1706369",0,0,1,0,"Cellvibrionales"
"1707785",1,0,1,0,"Massilia sp. WG5"
"1709477",1,0,1,1,"Pseudoalteromonas sp. R3"
"1712516",0,0,1,1,"Paenibacillus baekrokdamisoli"
"1714373",0,0,0,1,"Microbacterium sp. No. 7"
"1714848",0,0,1,0,"Aquimarina sp. AD1"
"1714849",1,0,0,0,"Aquimarina sp. AD10"
"1715989",1,0,1,0,"Candidatus Nitrospira inopinata"
"1716143",0,1,1,1,"Pseudodesulfovibrio indicus"
"1717717",1,1,0,0,"Labilibaculum antarcticum"
"1720083",1,1,1,0,"Lactobacillus jinshani"
"1721091",1,0,0,0,"Chryseobacterium sp. IHB B 17019"
"1725411",1,0,0,0,"Streptomyces sp. CdTB01"
"1727163",0,0,1,0,"Algoriphagus sanaruensis"
"1727164",0,0,1,0,"Pedobacter sp. PACM 27299"
"1736046",0,0,1,0,"Streptomyces sp. SM18"
"1736675",0,0,1,0,"Devosia sp. A16"
"1737405",1,1,0,1,"Tissierellales"
"1737490",1,0,1,0,"Agarilytica rhodophyticola"
"1740163",0,1,0,0,"Burkholderia sp. Bp7605"
"1742359",0,1,0,1,"Bacillus sp. FJAT-25496"
"1746199",0,0,1,0,"Bordetella sp. N"
"1749074",0,0,1,0,"Mycoplasma sp. (ex Biomphalaria glabrata)"
"1750719",0,1,1,1,"Kurthia sp. 11kri321"
"1752063",1,0,0,0,"Fischerella sp. NIES-3754"
"1752064",0,0,1,0,"Leptolyngbya sp. NIES-3755"
"1752398",1,0,1,0,"Ensifer alkalisoli"
"1758178",1,0,0,0,"Celeribacter ethanolicus"
"1758194",0,0,1,0,"Achromobacter sp. AONIH1"
"1759059",1,0,1,1,"Caulobacteraceae bacterium OTSz_A_272"
"1761012",1,0,1,1,"Peptococcaceae bacterium DCMF"
"1761016",0,0,1,0,"Paraburkholderia caffeinilytica"
"1763524",1,0,0,0,"Isosphaeraceae"
"1763538",1,0,1,0,"Paenibacillus crassostreae"
"1765967",0,0,1,0,"Acidihalobacter ferrooxidans"
"1768108",0,0,1,0,"Deinococcus actinosclerus"
"1768242",0,0,1,0,"Paucibacter sp. KCTC 42545"
"1769779",0,0,1,0,"Microbulbifer aggregans"
"1771309",0,0,1,0,"Salinicola tamaricis"
"1774273",0,0,1,0,"Polaribacter vadi"
"1777063",0,0,0,1,"Pseudomonas phage YMC11/06/C171_PPU_BP"
"1778678",0,0,0,1,"Paenibacillus psychroresistens"
"1779134",1,0,1,0,"Bradymonadales"
"1783270",0,0,1,0,"FCB group"
"1783501",1,0,1,0,"Bacillus freudenreichii"
"1784713",0,1,0,0,"Flavobacterium arcticum"
"1792508",1,0,1,0,"Yangia sp. CCB-MM3"
"1795355",0,0,1,0,"Echinicola strongylocentroti"
"1795631",0,0,1,0,"Variovorax sp. PAMC 28711"
"1795874",0,0,1,0,"Burkholderia sp. PAMC 28687"
"1796921",0,0,1,0,"Ereboglobus luteus"
"1798193",0,0,1,0,"Erythrobacter sp. HL-111"
"1798205",0,0,1,0,"Cohaesibacter sp. ES.047"
"1802984",1,1,1,0,"Candidatus Fokinia solitaria"
"1803846",1,0,0,0,"Flavivirga eckloniae"
"1804984",0,0,1,0,"Burkholderia sp. OLGA172"
"1805827",0,0,1,0,"Rhodococcus sp. MTM3W5.2"
"1806508",0,0,1,0,"Candidatus Promineofilum breve"
"1806905",1,0,0,0,"Arthrobacter sp. ZXY-2"
"1807691",0,0,1,0,"Echinicola rosea"
"1808979",1,0,0,1,"Candidatus Methylospira mobilis"
"1811193",0,0,1,0,"Streptococcus pantholopis"
"1811807",1,0,1,0,"Sulfuriflexus mobilis"
"1812934",1,0,0,0,"Enterobacter hormaechei subsp. hoffmannii"
"1812935",0,0,0,1,"Enterobacter roggenkampii"
"1813019",1,1,0,0,"Campylobacter hepaticus"
"1814128",0,1,1,0,"Streptococcus halotolerans"
"1814290",0,0,1,0,"Nitrosococcus wardiae"
"1816218",0,1,0,0,"Colwellia sp. PAMC 20917"
"1821621",0,0,1,0,"Marinobacterium aestuarii"
"1823759",1,0,1,0,"Desulfuromonas sp. DDH964"
"1825069",1,0,1,0,"Streptococcus marmotae"
"1826607",0,0,1,0,"Silicimonas algicola"
"1842532",0,1,0,1,"Pelobacter sp. SFB93"
"1842534",1,0,1,1,"Sinorhizobium sp. RAC02"
"1842537",1,0,0,0,"Hydrogenophaga sp. RAC07"
"1842727",0,0,1,1,"Rhodoferax koreense"
"1843490",0,0,1,0,"Sporomusaceae"
"1843491",0,1,0,0,"Selenomonadaceae"
"1847728",1,1,0,1,"Lactobacillus allii"
"1848756",0,0,1,0,"Actinobacteria bacterium IMCC26103"
"1849032",0,0,1,0,"Arthrobacter sp. U41"
"1849967",0,0,1,0,"Streptomyces sp. SAT1"
"1850093",0,0,1,0,"Hymenobacter nivis"
"1850246",0,0,1,0,"Urechidicola croceus"
"1850250",0,0,1,0,"Rhodobacter sp. LPB0142"
"1850526",1,1,1,0,"Arachidicoccus sp. BS20"
"1851505",0,0,1,0,"Cyanobium sp. NIES-981"
"1852373",1,0,1,1,"Murdochiella vaginalis"
"1853130",0,0,1,0,"Pseudomonas silesiensis"
"1853231",0,1,1,1,"Odoribacteraceae"
"1853276",0,0,1,0,"Neisseria sp. 10022"
"1853278",0,1,1,1,"Neisseria chenwenguii"
"1855352",0,0,1,0,"Streptomyces sp. TLI_053"
"1855377",1,0,0,0,"Candidatus Aquiluna sp. UB-MaderosW2red"
"1855726",0,0,1,0,"Burkholderia sp. KK1"
"1855823",0,0,1,0,"Macrococcus canis"
"1855912",1,0,1,0,"Luteitalea pratensis"
"1862358",1,0,0,0,"Corynebacterium choanis"
"1866885",0,0,1,0,"Mycolicibacterium"
"1867715",0,0,1,0,"Bosea sp. Tri-49"
"1868325",1,0,1,0,"Prosthecochloris sp. CIB 2401"
"1868589",0,1,0,0,"Phreatobacter cathodiphilus"
"1869241",1,0,1,0,"Nostoc sp. CENA543"
"1870819",0,0,1,1,"Paenibacillus sp. BIHB4019"
"1870820",1,0,1,0,"Paenibacillus ihbetae"
"1870984",1,0,1,1,"Anaerococcus mediterraneensis"
"1871022",1,0,1,0,"Libanicoccus massiliensis"
"1871025",1,0,1,0,"Ndongobacter massiliensis"
"1871034",0,1,1,0,"Propionimicrobium sp. Marseille-P3275"
"1871037",1,0,0,0,"Flavobacteriaceae bacterium"
"1873716",0,0,1,1,"Hyphomonas sp. CACIAM 19H1"
"1874061",0,0,1,0,"Sphingopyxis sp. EG6"
"1874317",0,0,1,0,"Marinobacter salinus"
"1874362",0,0,1,0,"Campylobacter pinnipediorum subsp. caledonicus"
"1882682",0,0,1,0,"Microvirga ossetica"
"1882832",1,0,1,0,"Paenibacillaceae bacterium GAS479"
"1882833",0,0,1,0,"Frankineae bacterium MT45"
"1882918",0,0,1,0,"Pajaroellobacter abortibovis"
"1883414",0,0,1,0,"Pistricoccus aurantiacus"
"1884634",0,1,0,0,"Candidatus Nanopelagicus limnes"
"1884907",1,0,0,0,"Candidatus Planktophila vernalis"
"1885919",0,0,1,0,"Brucella sp. 141012304"
"1888195",0,0,1,1,"Streptococcus himalayensis"
"1889813",1,0,1,0,"Anaerolineaceae bacterium oral taxon 439"
"1890302",0,0,1,0,"Bacillus wiedmannii"
"1890424",0,1,1,1,"Synechococcales"
"1890426",1,0,0,1,"Synechococcaceae"
"1891186",0,0,1,0,"Vibrio aphrogenes"
"1891644",0,0,1,0,"Epidermidibacterium keratini"
"1891675",0,0,1,0,"Pantoea alhagi"
"1891926",0,0,1,0,"Fuerstia marisgermanicae"
"1892252",1,0,0,1,"Microcoleaceae"
"1892855",0,0,1,0,"Sphingosinicella sp. BN140058"
"1902136",0,0,1,0,"Streptococcus sp. NPS 308"
"1902245",0,0,1,0,"Nakamurella sp. s14-144"
"1903409",0,0,1,0,"Erwiniaceae"
"1903410",1,0,1,0,"Pectobacteriaceae"
"1903411",0,0,1,1,"Yersiniaceae"
"1903414",1,0,1,0,"Morganellaceae"
"1903694",0,0,1,0,"Oceanisphaera avium"
"1903704",0,1,1,0,"Tumebacillus avium"
"1904441",0,1,1,1,"Rhodobacteraceae bacterium"
"1905730",0,0,1,0,"Pectobacterium parmentieri"
"1906945",0,1,1,0,"Parageobacillus"
"1907787",0,0,1,0,"Picobirnavirus sp."
"1908198",0,0,1,0,"Salinivibrio kushneri"
"1909293",1,0,0,1,"Acetobacteraceae bacterium"
"1909395",0,0,1,0,"Nonomuraea sp. ATCC 55076"
"1909732",1,0,0,0,"Tessaracoccus sp. T2.5-30"
"1911175",0,0,1,0,"Amycolatopsis sp. BJA-103"
"1911586",1,0,0,0,"Marinilactibacillus sp. 15R"
"1911587",0,0,1,0,"Virgibacillus sp. 6R"
"1911683",1,0,1,0,"Tenericutes bacterium MZ-XQ"
"1911684",1,0,1,0,"Tenericutes bacterium MO-XQ"
"1912216",0,0,0,1,"Cutibacterium"
"1912856",0,1,1,0,"Peptoniphilus sp. ING2-D1G"
"1913577",0,0,1,0,"Gramella salexigens"
"1915078",1,0,1,1,"Thioclava nitratireducens"
"1916956",0,0,1,0,"Synechococcus sp. SynAce01"
"1917166",0,0,1,0,"Synechococcus lividus PCC 6715"
"1917485",0,0,0,1,"Sulfitobacter sp. AM1-D1"
"1920883",0,0,1,0,"Marivivens sp. JLT3646"
"1921086",0,0,1,0,"Mariprofundus aestuarium"
"1921087",1,0,1,0,"Mariprofundus ferrinatatus"
"1922217",0,1,0,0,"Candidatus Erwinia haradaeae"
"1922928",0,0,1,0,"Hubei mosquito virus 4"
"1927128",0,1,1,0,"Candidatus Enterovibrio luxaltus"
"1930071",1,0,1,1,"Methylomusa anaerophila"
"1930276",0,0,1,0,"Planctomycetes bacterium HG15A2"
"1930546",0,0,1,0,"Sporosarcina sp. P37"
"1930557",1,0,0,0,"Shewanella sp. FDAARGOS_354"
"1931241",0,1,0,1,"Pseudomonas sp. S-6-2"
"1936003",0,0,1,0,"Anaerohalosphaera lusitana"
"1936080",1,0,0,0,"Winogradskyella sp. J14-2"
"1936081",0,0,1,0,"Seonamhaeicola sp. S2-3"
"1938374",1,0,1,0,"Bacillus amyloliquefaciens group"
"1938605",0,0,1,0,"Brevundimonas sp. LM2"
"1938607",0,0,1,0,"Sphingomonas sp. LM7"
"1940610",1,0,1,0,"Phreatobacter stygius"
"1940612",0,0,1,0,"Pigmentiphaga aceris"
"1940762",1,0,0,0,"Nostocales cyanobacterium HT-58-2"
"1940789",0,0,1,0,"Lactococcus petauri"
"1945657",1,0,0,0,"Capnocytophaga sp. H2931"
"1945662",1,0,0,0,"Paracoccus contaminans"
"1954171",0,0,1,0,"Calothrix sp. NIES-2098"
"1961362",0,0,1,0,"Sphingomonas sp. NIC1"
"1965231",0,1,1,0,"Campylobacter pinnipediorum"
"1967782",1,0,0,0,"Chlamydia sp. H15-1957-10C"
"1969806",1,0,1,0,"Acidibrevibacterium fodinaquatile"
"1971364",0,0,1,0,"Halomonas sp. GT"
"1972068",0,0,1,0,"Sulfurivermis fontis"
"1972133",0,0,0,1,"endosymbiont of Rhynchophorus ferrugineus"
"1973475",0,0,1,0,"Nostoc sp. NIES-2111"
"1973488",0,0,1,0,"Calothrix parasitica NIES-267"
"1978339",0,0,1,0,"Chromatiaceae bacterium 2141T.STBD.0c.01a"
"1978566",0,0,1,0,"Cryobacterium sp. LW097"
"1981174",0,0,1,0,"Pseudomonas sp. M30-35"
"1981880",1,0,1,0,"Denitratisoma sp. DHT3"
"1986146",0,0,1,1,"Desulfobulbus oralis"
"1987723",0,1,0,1,"Cellvibrio sp. PSBB006"
"2003188",1,1,1,0,"Parolsenella catena"
"2003551",1,0,0,0,"Cellulomonas sp. PSBB021"
"2004468",1,0,0,1,"Armatimonadetes bacterium Uphvl-Ar2"
"2004644",0,1,0,0,"Acinetobacter sp. WCHA45"
"2005458",0,0,1,0,"Nostoc sp. NIES-4103"
"2005460",0,0,1,0,"Chondrocystis sp. NIES-4102"
"2005525",1,0,1,1,"Tannerellaceae"
"2005703",1,0,0,0,"Enterococcus wangshanyuanii"
"2007306",0,0,1,1,"Francisella adeliensis"
"2008793",0,0,1,0,"Sterolibacteriaceae"
"2010829",0,0,1,0,"Aerosticca soli"
"2014076",0,0,1,0,"Bacillus sp. FJAT-42376"
"2014542",1,0,0,0,"Alcanivorax sp. N3-2A"
"2014887",0,0,1,0,"Herbaspirillum robiniae"
"2015316",0,0,1,1,"Bosea sp. AS-1"
"2017482",0,0,1,0,"Thalassococcus sp. S3"
"2017483",1,1,1,0,"Virgibacillus phasianinus"
"2018025",0,0,1,0,"Kitasatospora sp. MMS16-BH015"
"2021862",0,0,1,0,"Labrenzia sp. VG12"
"2021971",0,1,1,1,"Streptococcus respiraculi"
"2023772",0,0,1,0,"Paenibacillus sp. RUD330"
"2025949",0,0,0,1,"Herbaspirillum sp. meg3"
"2026199",0,0,1,0,"Paraburkholderia aromaticivorans"
"2026780",1,0,0,0,"Planctomycetes bacterium"
"2026785",0,1,0,1,"Rhodobiaceae bacterium"
"2026885",0,0,1,0,"Candidatus Bipolaricaulis anaerobius"
"2027290",0,0,1,0,"Providencia sp. WCHPHu000369"
"2027405",0,0,1,0,"Azoarcus sp. DD4"
"2028343",0,0,1,0,"Rhizobium sp. 11515TR"
"2028345",0,0,1,0,"Pusillimonas sp. ye3"
"2029983",0,1,1,1,"Chitinophaga caeni"
"2033435",1,0,0,0,"Rhodobacteraceae bacterium QY30"
"2036206",1,0,0,1,"Suicoccus acidiformans"
"2039723",1,1,1,0,"Thiomicrorhabdus"
"2039870",0,0,1,0,"Micromonospora sp. WMMA2032"
"2041044",1,0,1,0,"Eubacterium maltosivorans"
"2043170",0,0,1,0,"Emcibacter congregatus"
"2045208",1,0,1,0,"Massilia violaceinigra"
"2045452",0,0,1,0,"Nocardioides sp. 78"
"2048283",0,0,1,0,"Thalassospira marina"
"2048654",1,0,1,1,"Solibacillus sp. R5-41"
"2048897",0,0,0,1,"Rhizobium sp. NXC24"
"2048898",1,0,1,0,"Microbacterium sp. Y-01"
"2049332",0,0,1,0,"Methylomicrobium sp. wino1"
"2051906",0,0,1,0,"Exiguobacterium sp. N4-1P"
"2052660",1,0,1,0,"Oceanobacillus sp. 160"
"2052837",1,0,0,0,"Neisseriaceae bacterium DSM 100970"
"2053527",0,0,1,0,"candidate division Zixibacteria bacterium"
"2054227",0,0,1,0,"Sphingopyxis lindanitolerans"
"2055160",0,0,1,1,"Kyrpidia spormannii"
"2055893",0,0,1,0,"Halalkaliarchaeum desulfuricum"
"2057246",0,0,1,0,"Acidipropionibacterium virtanenii"
"2057743",0,0,1,0,"Actinomyces sp. 299"
"2057798",1,0,1,0,"Actinomyces sp. 432"
"2057800",0,0,0,1,"Actinomyces qiguomingii"
"2058134",1,0,1,0,"Nonlabens sp. MB-3u-79"
"2058175",0,0,0,1,"Antarcticibacterium flavum"
"2058625",0,0,0,1,"Undibacterium sp. YM2"
"2060312",0,0,1,0,"Altererythrobacter sp. B11"
"2060726",1,0,1,0,"Neorhizobium sp. SOG26"
"2065379",1,0,1,0,"Paracoccus jeotgali"
"2066049",1,0,1,0,"Citrobacter freundii complex sp. CFNIH2"
"2066483",1,1,0,0,"Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)"
"2067415",0,0,0,1,"Altererythrobacter sp. TH136"
"2068654",1,0,1,1,"Clostridium sp. JN500901"
"2069432",0,1,0,1,"Tamlana sp. UJ94"
"2070369",0,0,1,0,"Sulfitobacter sp. JL08"
"2070463",0,0,1,0,"Lysinibacillus sp. SGAir0095"
"2071627",0,0,1,0,"Plantactinospora sp. BB1"
"2072412",0,0,1,0,"Stenotrophomonas sp. ZAC14A_NAIMI4_1"
"2072413",0,0,1,0,"Stenotrophomonas sp. SAU14A_NAIMI4_5"
"2077149",0,0,1,0,"Citrobacter freundii complex sp. CFNIH9"
"2079535",1,0,1,0,"Corynebacterium sp. 2184"
"2079536",0,1,0,0,"Actinomyces sp. Z16"
"2079791",1,0,1,0,"Salinibacterium sp. CGMCC 1.16371"
"2080419",1,0,1,0,"Deinococcus sp. NW-56"
"2081702",0,0,1,0,"Actinomyces sp. oral taxon 897"
"2082949",1,0,1,1,"Microvirga sp. 17 mud 1-3"
"2093834",1,0,0,0,"Bacillus sp. ZY-1-1"
"2099786",0,0,1,0,"Salicibibacter kimchii"
"2100764",1,0,0,0,"Mixta"
"2107713",0,0,1,0,"Aeromicrobium sp. A1-2"
"2108445",1,0,0,0,"Mesorhizobium sp. DCY119"
"2109558",0,1,1,1,"Halobacteriovorax sp. BALOs_7"
"2109685",0,1,1,1,"Olsenella sp. GAM18"
"2109692",0,0,1,0,"Erysipelotrichaceae bacterium GAM147"
"2109914",0,0,1,0,"Ottowia oryzae"
"2126553",1,0,0,0,"Gramella fulva"
"2135430",0,0,1,0,"Streptomyces sp. P3"
"2136172",0,0,1,0,"Halomonas sp. SF2003"
"2136182",0,0,1,0,"Acinetobacter cumulans"
"2136401",1,0,1,0,"Streptomyces sp. YIM 121038"
"2144175",1,0,1,1,"Megasphaera stantonii"
"2153354",0,0,0,1,"Klebsiella huaxiensis"
"2162713",0,1,1,0,"Flavobacterium magnum"
"2163011",1,0,0,0,"Bordetella sp. HZ20"
"2163644",1,1,1,0,"Candidatus Deianiraea vastatrix"
"2169540",0,0,0,1,"Lysinibacillus sp. 2017"
"2170745",1,0,0,1,"Auritidibacter sp. NML130574"
"2171755",0,1,0,0,"Rhodobacteraceae bacterium BAR1"
"2172098",1,0,0,0,"Flavobacterium pallidum"
"2172103",0,0,1,1,"Limnobaculum parvum"
"2175864",0,0,1,0,"Streptomyces sp. NHF165"
"2183582",1,0,0,0,"Saliniradius amylolyticus"
"2183896",0,0,1,0,"Flavobacterium crocinum"
"2183911",0,0,1,0,"Salinisphaera sp. LB1"
"2201181",0,0,1,0,"Flavobacterium sediminis"
"2202148",0,1,0,0,"Azospirillum sp. CFH 70021"
"2202149",1,0,0,0,"Thermomonas sp. SY21"
"2202254",1,0,0,0,"Deinococcus irradiatisoli"
"2202826",1,0,0,0,"Methylobacterium sp. 17Sr1-1"
"2203204",0,0,1,0,"Streptomyces sp. WAC 01438"
"2203724",1,0,0,0,"Oenococcus sicerae"
"2211140",1,0,0,0,"Acidisarcina polymorpha"
"2211212",1,0,0,0,"Paenibacillus sp. DCT19"
"2212991",1,0,0,1,"Clostridium sp. AWRP"
"2220095",0,0,1,0,"Cryobacterium sp. GCJ02"
"2220096",0,1,1,0,"Indioceanicola profundi"
"2231055",0,0,1,0,"Dechloromonas sp. HYN0024"
"2233851",0,0,1,0,"Blastochloris sp. GI"
"2233999",1,0,1,0,"Skermanella pratensis"
"2249356",0,1,1,1,"Flavobacterium sp. HYN0086"
"2259340",0,0,1,0,"Paracoccus sp. SC2-6"
"2259620",1,0,1,0,"Hydrocarboniclastica marina"
"2268026",0,1,0,0,"Runella sp. SP2"
"2269374",0,0,0,1,"Lactobacillus terrae"
"2282475",0,0,1,0,"Achromobacter sp. B7"
"2283160",1,0,1,0,"Psychrobacillus glaciei"
"2283195",1,0,0,0,"Ornithinimicrobium sp. AMA3305"
"2290922",1,0,0,0,"Lysobacter sp. TY2-98"
"2291597",1,0,1,0,"Gallaecimonas mangrovi"
"2293317",0,0,1,0,"Candidatus Syntrophocurvum alkaliphilum"
"2303332",0,0,1,0,"Cellvibrio sp. KY-GH-1"
"2303505",0,0,1,0,"Psychrobacillus sp. AK 1817"
"2303538",0,0,1,1,"Salinimonas sediminis"
"2304600",1,0,0,0,"Breoghania sp. L-A4"
"2304606",0,0,1,0,"Lactobacillus sp. HBUAS52074"
"2304692",1,0,0,0,"Hungateiclostridium"
"2305220",0,0,1,0,"Streptomyces sp. W1SF4"
"2305221",0,0,1,0,"Streptomyces sp. KPB2"
"2305508",1,0,1,0,"Mucilaginibacter sp. HYN0043"
"2315800",0,0,1,1,"Buchnera aphidicola (Stegophylla sp.)"
"2315862",1,0,0,1,"Paraflavitalea soli"
"2316383",1,0,1,0,"Thermoanaerobacterales bacterium SK-G1"
"2319843",1,0,0,0,"Hymenobacter oligotrophus"
"2320858",0,1,1,0,"Paenisporosarcina sp. K2R23-3"
"2320867",0,0,0,1,"Pseudomonas sp. K2W31S-8"
"2321108",1,0,0,0,"Arcobacter group"
"2321403",1,1,0,0,"Chryseolinea soli"
"2339259",1,1,0,0,"Yersinia hibernica"
"2419773",0,1,0,0,"Lactococcus sp. 1JSPR-7"
"2419774",1,0,0,0,"Protaetiibacter intestinalis"
"2419841",0,0,1,0,"Virgibacillus sp. Bac330"
"2419842",1,0,0,0,"Virgibacillus sp. Bac332"
"2478464",0,0,1,0,"Enterobacter oligotrophica"
"2478662",1,0,0,0,"Acidovorax sp. 1608163"
"2479546",1,0,1,0,"Vibrio sp. HBUAS61001"
"2479547",0,0,0,1,"Pantoea sp. 201603H"
"2480625",0,0,1,0,"Plantibacter sp. PA-3-X8"
"2483033",0,0,1,0,"Sedimentitalea sp. W43"
"2483360",0,1,1,0,"Thermus caldilimi"
"2483366",1,0,0,0,"Sedimentisphaerales"
"2486578",0,1,0,0,"Rickettsiales endosymbiont of Stachyamoeba lipophora"
"2487344",0,0,1,0,"Mycobacterium sp. DL90"
"2487353",0,0,1,1,"Actinobacteria bacterium YIM 96077"
"2487742",0,0,1,0,"Shewanella sp. M2"
"2487892",1,0,0,1,"Corynebacterium sp. LMM-1652"
"2487928",1,0,1,1,"Paenibacillus sp. M-152"
"2487929",0,0,1,0,"Coxiella endosymbiont of Amblyomma sculptum"
"2488560",0,1,1,0,"Pigmentiphaga sp. H8"
"2488809",0,0,1,0,"Verrucomicrobia bacterium S94"
"2489212",0,0,1,0,"Microbacterium sp. RG1"
"2489213",0,0,1,0,"Deinococcus sp. S14-83"
"2489595",1,0,1,1,"Glaciecola sp. THG-3.7"
"2490633",0,0,1,0,"Streptococcus periodonticum"
"2490858",1,1,1,0,"Staphylospora marina"
"2492837",0,0,1,0,"Sphingomonas sp. C8-2"
"2493639",1,1,1,0,"Silvanigrellales bacterium RF1110005"
"2493668",0,0,1,0,"Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2"
"2493670",0,0,1,0,"Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1"
"2493675",0,0,1,0,"Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1"
"2494234",1,1,1,0,"Sutterella megalosphaeroides"
"2494701",0,0,1,0,"Enterobacter chengduensis"
"2495582",1,0,1,1,"Paenibacillus sp. 18JY67-1"
"2496028",1,0,1,0,"Hymenobacter sp. 17J36-26"
"2496837",1,0,0,0,"Brevibacillus sp. SCSIO 07484"
"2496865",0,0,1,0,"Maribacter sp. MJ134"
"2497325",0,0,1,0,"Halorubrum sp. BOL3-1"
"2497456",0,0,1,0,"Chryseobacterium sp. 17S1E7"
"2497860",0,1,1,0,"Cellulosilyticum sp. WCF-2"
"2497863",0,0,1,0,"Janthinobacterium sp. 17J80-10"
"2498451",0,0,1,0,"Rheinheimera sp. LHK132"
"2500532",1,1,0,0,"Paracoccus sp. Arc7-R13"
"2500533",1,0,0,0,"Pseudorhodobacter sp. S12M18"
"2500546",0,0,1,0,"Nocardioides sp. HY056"
"2500547",0,0,1,0,"Apibacter sp. HY041"
"2501295",0,0,1,0,"Dyella sp. M7H15-1"
"2502781",0,0,1,0,"Hymenobacter sp. 17J68-5"
"2502791",1,0,1,1,"Salicibibacter halophilus"
"2505979",1,0,0,0,"Pseudomonas sp. 11K1"
"2507159",1,0,1,0,"Clostridium sp. JN-9"
"2507161",1,0,1,1,"Sporanaerobacter sp. JN28"
"2508687",1,0,1,0,"Candidatus Thioglobus sp. NP1"
"2508726",1,0,0,0,"Candidatus Nitrosopumilus sp. SW"
"2509341",1,0,0,1,"Sulfurimonas sp. NW10"
"2509456",0,0,1,0,"Paenibacillus sp. FW100M-2"
"2509457",0,0,1,0,"Xylanimicrobium sp. FW10M-9"
"2509458",0,0,1,0,"Microbacterium sp. DFW100M-13"
"2509459",0,0,1,0,"Xylanimonas allomyrinae"
"2509675",0,1,1,1,"Ktedonosporobacter rubrisoli"
"2511995",1,0,0,0,"Xanthomonadaceae bacterium AQ6-296"
"2518177",0,0,1,0,"Flavobacterium sangjuense"
"2518370",0,1,0,1,"Nocardioides sp. MMS17-SY117"
"2518371",1,0,1,0,"Nocardioides sp. MMS17-SY207-3"
"2518644",0,0,1,0,"Pseudomonas sp. SNU WT1"
"2518645",0,0,1,1,"Oceanispirochaeta sp. K2"
"2518989",0,0,1,0,"Halieaceae bacterium IMCC3088"
"2520506",0,0,1,0,"Spirosoma sp. KCTC 42546"
"2527972",1,0,1,0,"Planctomycetes bacterium Pan181"
"2527975",0,0,1,0,"Planctomycetes bacterium Pan216"
"2527978",1,0,0,0,"Planctomycetes bacterium Enr10"
"2527979",0,0,1,0,"Planctomycetes bacterium Enr13"
"2527982",0,0,1,0,"Planctomycetes bacterium Pan265"
"2527983",1,0,1,0,"Planctomycetes bacterium Pan44"
"2527998",0,0,1,0,"Planctomycetes bacterium MalM25"
"2528007",0,0,1,0,"Planctomycetes bacterium Pla110"
"2528010",1,1,0,0,"Planctomycetes bacterium Pla85_3_4"
"2528020",0,0,1,0,"Planctomycetes bacterium KS4"
"2528023",0,0,1,0,"Planctomycetes bacterium ETA_A1"
